"Dealer_No","Dealer_Name","Dealer_Region","Phone"
"38701-8047","Pars Auto Sales","Greenville","6855467"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6307028"
"78758-7841","Motor Vehicle Branch Office","Austin","6118939"
"06457-3834","Nebo Chevrolet","Middletown","7122239"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7492235"
"38701-8047","Pars Auto Sales","Greenville","8940084"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6049416"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6820579"
"85257-3102","Rabun Used Car Sales","Scottsdale","7504474"
"78758-7841","Race Car Help","Austin","6101002"
"53546-9427","Chrysler Plymouth","Janesville","7209676"
"06457-3834","Diehl Motor CO Inc","Middletown","8186363"
"78758-7841","Clay Johnson Auto Sales","Austin","8449537"
"06457-3834","Diehl Motor CO Inc","Middletown","8681950"
"60504-7114","Enterprise Rent A Car","Aurora","8772995"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6602497"
"99301-3882","Hatfield Volkswagen","Pasco","8126194"
"53546-9427","Iceberg Rentals","Janesville","6742742"
"78758-7841","Motor Vehicle Branch Office","Middletown","6462175"
"06457-3834","Nebo Chevrolet","Aurora","6780916"
"60504-7114","New Castle Ford Lincoln Mercury","Greenville","6497077"
"38701-8047","Pars Auto Sales","Pasco","8872160"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Janesville","8744358"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","7635810"
"85257-3102","Rabun Used Car Sales","Austin","8530191"
"78758-7841","Race Car Help","Middletown","8615865"
"60504-7114","C & M Motors Inc","Aurora","6874736"
"38701-8047","Capitol KIA","Greenville","8990711"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8570209"
"85257-3102","Rabun Used Car Sales","Scottsdale","8710146"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8346595"
"60504-7114","Saab-Belle Dodge","Aurora","7686375"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7729077"
"78758-7841","Motor Vehicle Branch Office","Austin","6429296"
"06457-3834","Ryder Truck Rental and Leasing","Aurora","7675631"
"60504-7114","Saab-Belle Dodge","Greenville","8064677"
"99301-3882","Chrysler of Tri-Cities","Pasco","7657563"
"53546-9427","Chrysler Plymouth","Janesville","7974230"
"85257-3102","Classic Chevy","Scottsdale","7404503"
"78758-7841","Clay Johnson Auto Sales","Austin","8477656"
"06457-3834","Diehl Motor CO Inc","Middletown","7081055"
"60504-7114","Enterprise Rent A Car","Aurora","6119793"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6420098"
"99301-3882","Hatfield Volkswagen","Pasco","7347245"
"53546-9427","Iceberg Rentals","Janesville","6767802"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6909727"
"78758-7841","Motor Vehicle Branch Office","Austin","6083504"
"06457-3834","Nebo Chevrolet","Middletown","8255931"
"78758-7841","Race Car Help","Austin","6220998"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8308171"
"60504-7114","Saab-Belle Dodge","Aurora","8696641"
"38701-8047","Scrivener Performance Engineering","Greenville","8358256"
"99301-3882","Star Enterprises Inc","Pasco","6601318"
"53546-9427","Suburban Ford","Janesville","8440164"
"85257-3102","Tri-State Mack Inc","Scottsdale","8378301"
"85257-3102","Rabun Used Car Sales","Scottsdale","6054850"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8509188"
"85257-3102","Rabun Used Car Sales","Scottsdale","6895008"
"78758-7841","Race Car Help","Austin","6533087"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7258061"
"38701-8047","Scrivener Performance Engineering","Greenville","6198141"
"99301-3882","Star Enterprises Inc","Pasco","6253910"
"53546-9427","Suburban Ford","Janesville","8572706"
"85257-3102","Tri-State Mack Inc","Scottsdale","8396981"
"78758-7841","U-Haul CO","Austin","7936270"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6400129"
"85257-3102","Rabun Used Car Sales","Scottsdale","8853630"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6824932"
"85257-3102","Rabun Used Car Sales","Scottsdale","6657803"
"78758-7841","Race Car Help","Austin","7166221"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7970192"
"60504-7114","Saab-Belle Dodge","Aurora","8605648"
"06457-3834","Nebo Chevrolet","Middletown","6877896"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7945660"
"85257-3102","Tri-State Mack Inc","Austin","8399249"
"78758-7841","Race Car Help","Austin","8770313"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8276921"
"85257-3102","Rabun Used Car Sales","Scottsdale","8563210"
"38701-8047","Scrivener Performance Engineering","Greenville","8055287"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7522850"
"60504-7114","Saab-Belle Dodge","Aurora","6142969"
"60504-7114","Enterprise Rent A Car","Aurora","8888794"
"99301-3882","Star Enterprises Inc","Pasco","6751539"
"06457-3834","Nebo Chevrolet","Middletown","7496700"
"38701-8047","Scrivener Performance Engineering","Pasco","7746952"
"99301-3882","Star Enterprises Inc","Janesville","8304499"
"53546-9427","Suburban Ford","Scottsdale","6845785"
"85257-3102","Tri-State Mack Inc","Austin","7538402"
"78758-7841","U-Haul CO","Middletown","8840261"
"53546-9427","Progressive Shippers Cooperative Association No","Aurora","7707290"
"85257-3102","Rabun Used Car Sales","Greenville","8391979"
"78758-7841","Race Car Help","Pasco","8820144"
"06457-3834","Ryder Truck Rental and Leasing","Janesville","6186073"
"60504-7114","Saab-Belle Dodge","Scottsdale","7767763"
"38701-8047","Scrivener Performance Engineering","Austin","7925253"
"99301-3882","Star Enterprises Inc","Middletown","6023090"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7645195"
"38701-8047","Pars Auto Sales","Greenville","8373219"
"60504-7114","Saab-Belle Dodge","Aurora","8862176"
"53546-9427","Iceberg Rentals","Janesville","6730563"
"38701-8047","Scrivener Performance Engineering","Greenville","8966140"
"99301-3882","Star Enterprises Inc","Pasco","7858465"
"85257-3102","Tri-State Mack Inc","Scottsdale","7870007"
"78758-7841","U-Haul CO","Austin","6823772"
"53546-9427","Suburban Ford","Aurora","8594385"
"78758-7841","U-Haul CO","Greenville","6194930"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6778202"
"99301-3882","Star Enterprises Inc","Pasco","7125391"
"53546-9427","Suburban Ford","Janesville","6150049"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7435579"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Pasco","6904167"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7333164"
"85257-3102","Rabun Used Car Sales","Scottsdale","8663981"
"78758-7841","Race Car Help","Austin","6088047"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6842910"
"53546-9427","Suburban Ford","Janesville","8267580"
"85257-3102","Tri-State Mack Inc","Scottsdale","7522626"
"78758-7841","U-Haul CO","Austin","8699810"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6061952"
"85257-3102","Tri-State Mack Inc","Austin","8765352"
"78758-7841","U-Haul CO","Austin","7281699"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7012111"
"60504-7114","C & M Motors Inc","Aurora","7092567"
"78758-7841","Race Car Help","Austin","8594275"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8522699"
"85257-3102","Rabun Used Car Sales","Scottsdale","7655971"
"60504-7114","Saab-Belle Dodge","Aurora","6940411"
"60504-7114","C & M Motors Inc","Janesville","7920030"
"38701-8047","Capitol KIA","Scottsdale","8123256"
"99301-3882","Chrysler of Tri-Cities","Austin","8895161"
"53546-9427","Chrysler Plymouth","Middletown","6233906"
"60504-7114","Saab-Belle Dodge","Aurora","8945445"
"38701-8047","Pars Auto Sales","Greenville","6013200"
"38701-8047","Capitol KIA","Greenville","7283040"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6193629"
"85257-3102","Classic Chevy","Aurora","7488121"
"38701-8047","Scrivener Performance Engineering","Greenville","7616194"
"99301-3882","Star Enterprises Inc","Pasco","8260280"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7790819"
"99301-3882","Chrysler of Tri-Cities","Pasco","6272737"
"99301-3882","Chrysler of Tri-Cities","Pasco","7654230"
"53546-9427","Chrysler Plymouth","Janesville","7242460"
"85257-3102","Rabun Used Car Sales","Austin","6248551"
"38701-8047","Scrivener Performance Engineering","Greenville","7722614"
"78758-7841","Clay Johnson Auto Sales","Greenville","8419007"
"06457-3834","Diehl Motor CO Inc","Pasco","6382128"
"53546-9427","Suburban Ford","Janesville","8808431"
"85257-3102","Tri-State Mack Inc","Scottsdale","8640456"
"78758-7841","U-Haul CO","Austin","8883430"
"53546-9427","Chrysler Plymouth","Janesville","7116182"
"85257-3102","Classic Chevy","Scottsdale","7022725"
"78758-7841","Clay Johnson Auto Sales","Austin","6577564"
"85257-3102","Classic Chevy","Austin","7065662"
"78758-7841","Clay Johnson Auto Sales","Austin","8061042"
"06457-3834","Diehl Motor CO Inc","Middletown","7845772"
"99301-3882","Star Enterprises Inc","Pasco","7165252"
"53546-9427","Suburban Ford","Janesville","8764510"
"85257-3102","Tri-State Mack Inc","Scottsdale","7953650"
"60504-7114","Enterprise Rent A Car","Janesville","6216055"
"38701-8047","Gartner Buick Hyundai Saab","Scottsdale","7344825"
"99301-3882","Hatfield Volkswagen","Austin","8636594"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7428271"
"85257-3102","Rabun Used Car Sales","Scottsdale","8781906"
"78758-7841","Race Car Help","Austin","8355416"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8589398"
"06457-3834","Diehl Motor CO Inc","Middletown","8076115"
"60504-7114","Enterprise Rent A Car","Aurora","8965897"
"60504-7114","Saab-Belle Dodge","Aurora","7124383"
"99301-3882","Hatfield Volkswagen","Pasco","7171325"
"60504-7114","Enterprise Rent A Car","Aurora","8404059"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7648049"
"99301-3882","Hatfield Volkswagen","Pasco","6750035"
"53546-9427","Iceberg Rentals","Janesville","7800163"
"78758-7841","U-Haul CO","Austin","6760537"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6562558"
"60504-7114","C & M Motors Inc","Aurora","8435576"
"38701-8047","Capitol KIA","Greenville","8484921"
"53546-9427","Iceberg Rentals","Janesville","8062387"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7769147"
"78758-7841","Motor Vehicle Branch Office","Janesville","7904133"
"06457-3834","Nebo Chevrolet","Scottsdale","6707000"
"60504-7114","Saab-Belle Dodge","Aurora","6435943"
"38701-8047","Scrivener Performance Engineering","Greenville","7098714"
"99301-3882","Star Enterprises Inc","Pasco","7050749"
"53546-9427","Suburban Ford","Janesville","8072296"
"85257-3102","Tri-State Mack Inc","Scottsdale","6400495"
"78758-7841","U-Haul CO","Austin","7671295"
"53546-9427","Iceberg Rentals","Janesville","7245092"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8043351"
"78758-7841","Motor Vehicle Branch Office","Austin","6847238"
"06457-3834","Nebo Chevrolet","Middletown","8225660"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8318418"
"38701-8047","Pars Auto Sales","Greenville","7780121"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","6008819"
"78758-7841","Motor Vehicle Branch Office","Austin","6772946"
"06457-3834","Nebo Chevrolet","Middletown","7270133"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7901027"
"38701-8047","Pars Auto Sales","Greenville","8190475"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6531709"
"06457-3834","Diehl Motor CO Inc","Middletown","8996149"
"53546-9427","Chrysler Plymouth","Janesville","7404999"
"85257-3102","Classic Chevy","Scottsdale","8019314"
"78758-7841","Clay Johnson Auto Sales","Austin","8291183"
"06457-3834","Diehl Motor CO Inc","Middletown","7652809"
"60504-7114","Enterprise Rent A Car","Aurora","8605396"
"60504-7114","New Castle Ford Lincoln Mercury","Austin","7960164"
"38701-8047","Pars Auto Sales","Middletown","6244187"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Aurora","6055938"
"53546-9427","Progressive Shippers Cooperative Association No","Greenville","7974812"
"85257-3102","Rabun Used Car Sales","Pasco","7410063"
"78758-7841","Race Car Help","Janesville","7750141"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7594006"
"60504-7114","C & M Motors Inc","Aurora","8216609"
"06457-3834","Nebo Chevrolet","Middletown","8861803"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7578548"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6942908"
"85257-3102","Rabun Used Car Sales","Austin","7613685"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8338297"
"99301-3882","Hatfield Volkswagen","Pasco","7418945"
"06457-3834","Ryder Truck Rental and Leasing","Austin","8383198"
"60504-7114","Saab-Belle Dodge","Austin","6684084"
"38701-8047","Capitol KIA","Greenville","7185298"
"99301-3882","Chrysler of Tri-Cities","Pasco","7445037"
"53546-9427","Chrysler Plymouth","Janesville","8163756"
"85257-3102","Classic Chevy","Scottsdale","7957489"
"78758-7841","Clay Johnson Auto Sales","Austin","7030568"
"06457-3834","Diehl Motor CO Inc","Middletown","8616859"
"60504-7114","Enterprise Rent A Car","Aurora","6307191"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6300724"
"85257-3102","Rabun Used Car Sales","Scottsdale","6286993"
"78758-7841","Race Car Help","Austin","8499297"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8395533"
"60504-7114","Saab-Belle Dodge","Aurora","6925171"
"38701-8047","Scrivener Performance Engineering","Greenville","6560385"
"99301-3882","Star Enterprises Inc","Pasco","8575553"
"53546-9427","Suburban Ford","Janesville","7929300"
"85257-3102","Tri-State Mack Inc","Scottsdale","6154972"
"78758-7841","Race Car Help","Austin","7278975"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8055058"
"60504-7114","Saab-Belle Dodge","Aurora","8631750"
"38701-8047","Scrivener Performance Engineering","Greenville","6300454"
"99301-3882","Star Enterprises Inc","Pasco","6905438"
"53546-9427","Suburban Ford","Janesville","8699607"
"85257-3102","Tri-State Mack Inc","Scottsdale","7602954"
"78758-7841","U-Haul CO","Austin","6027240"
"53546-9427","Iceberg Rentals","Janesville","6060418"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7302202"
"78758-7841","Motor Vehicle Branch Office","Austin","8825544"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","8057150"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6725425"
"38701-8047","Pars Auto Sales","Greenville","8784694"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6500558"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6240830"
"38701-8047","Scrivener Performance Engineering","Middletown","8366165"
"99301-3882","Star Enterprises Inc","Aurora","7990844"
"53546-9427","Suburban Ford","Greenville","8830681"
"85257-3102","Tri-State Mack Inc","Pasco","6005807"
"78758-7841","U-Haul CO","Janesville","8522309"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","8908508"
"85257-3102","Rabun Used Car Sales","Austin","6027509"
"78758-7841","Race Car Help","Middletown","7428611"
"99301-3882","Hatfield Volkswagen","Pasco","6278556"
"53546-9427","Iceberg Rentals","Janesville","8322944"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8278420"
"78758-7841","Motor Vehicle Branch Office","Austin","7506116"
"06457-3834","Nebo Chevrolet","Middletown","8080975"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8153041"
"38701-8047","Pars Auto Sales","Greenville","8745399"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6344849"
"78758-7841","U-Haul CO","Austin","8286569"
"53546-9427","Chrysler Plymouth","Janesville","7050261"
"85257-3102","Rabun Used Car Sales","Scottsdale","6224980"
"78758-7841","Race Car Help","Austin","6406317"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8964864"
"99301-3882","Star Enterprises Inc","Pasco","6871196"
"38701-8047","Scrivener Performance Engineering","Greenville","7435068"
"99301-3882","Star Enterprises Inc","Pasco","8805672"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8467004"
"85257-3102","Rabun Used Car Sales","Scottsdale","6922208"
"78758-7841","Race Car Help","Austin","8439649"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6526947"
"60504-7114","Saab-Belle Dodge","Aurora","6180189"
"38701-8047","Scrivener Performance Engineering","Greenville","7741568"
"99301-3882","Star Enterprises Inc","Pasco","6511110"
"53546-9427","Suburban Ford","Janesville","6927803"
"85257-3102","Rabun Used Car Sales","Scottsdale","7419916"
"78758-7841","Race Car Help","Austin","8114271"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8562699"
"60504-7114","Saab-Belle Dodge","Aurora","7331917"
"38701-8047","Scrivener Performance Engineering","Greenville","7590381"
"99301-3882","Star Enterprises Inc","Pasco","7157397"
"53546-9427","Suburban Ford","Janesville","7083727"
"85257-3102","Tri-State Mack Inc","Scottsdale","6427926"
